"","logFC","AveExpr","t","P.Value","adj.P.Val","B","threshold"
"MFSD14B",0.0927283369257239,9.28116981360447,2.77214249085529,0.00690136517558993,0.0567545635187411,-2.7502792622355,"No"
"PRKAR1B",-0.163904061144812,10.1526511364311,-2.77207637971144,0.00690264389548904,0.0567545635187411,-2.75044324847617,"No"
"BCL7C",0.0754938572976211,8.45187546738363,2.7720438279242,0.00690327359088959,0.0567545635187411,-2.75052399079653,"No"
"ABCD3",0.115372307196521,8.84837821480932,2.77181027499672,0.00690779307802518,0.0567545635187411,-2.75110327885096,"No"
"ZNF280B",-0.124456003144223,8.70148945243879,-2.77180304037298,0.00690793311858344,0.0567545635187411,-2.75112122245618,"No"
"DSCC1",-0.129974834768213,5.76025275104038,-2.77176967462165,0.00690857901279939,0.0567545635187411,-2.75120397703857,"No"
"PPP1R14A",0.191017374125209,8.5245379493082,2.77003692726473,0.00694219757375875,0.0569961720035597,-2.75550045567787,"No"
"ALDH16A1",0.0739192110555802,8.09938303674743,2.76981630903237,0.00694648870666748,0.0569961720035597,-2.75604733684952,"No"
"PDE1C",0.158217136742326,8.25724455846086,2.76980981159143,0.00694661512185846,0.0569961720035597,-2.75606344253732,"No"
"SRPRA",-0.0971680102262713,10.0944635905514,-2.76913536528565,0.00695974870396991,0.0570466086363464,-2.7577350735833,"No"
"CYP7B1",0.160868733310314,8.57482355476395,2.76910757743711,0.00696029030731106,0.0570466086363464,-2.7578039392419,"No"
"POM121",0.0972394793912557,9.21808828992901,2.76905087132132,0.00696139566621207,0.0570466086363464,-2.75794447027387,"No"
"EHBP1",-0.0962847381206586,9.80305671470984,-2.76889949274831,0.00696434723947534,0.057047212945504,-2.75831961023318,"No"
"PAQR5",-0.207320447561997,7.01188183465226,-2.76843664985919,0.00697337883362141,0.0570975995947448,-2.75946650326203,"No"
"C1QL3",0.14124588283177,9.44132831532765,2.76801083315588,0.00698169738559285,0.0571421087013242,-2.76052150870991,"No"
"TMEM132D",-0.189433401743381,8.41189838763734,-2.76777686879715,0.00698627186445609,0.0571559501317016,-2.76110112309608,"No"
"ZFAND4",0.127100985770647,7.21370189205002,2.76751418671878,0.00699141109996926,0.0571743986116711,-2.76175183366036,"No"
"MAGEE2",-0.137476768489492,6.38375446185197,-2.76699433851013,0.00700159184879656,0.0572340433891522,-2.76303944109557,"No"
"FAM228A",-0.143358007232601,6.00507620534576,-2.76663195124653,0.00700869688882756,0.0572685071835238,-2.7639369172438,"No"
"DEFB118",-0.114585113314257,6.0264594965231,-2.76626339070682,0.00701592972676436,0.0573039863921096,-2.76484958276526,"No"
"ZBTB5",-0.103003054540786,6.86904725114841,-2.76584544861624,0.00702413991546729,0.0573350741104406,-2.76588441069853,"No"
"PI4KA",-0.178115585117091,11.7893968304647,-2.76577520793788,0.00702552060809465,0.0573350741104406,-2.76605831455288,"No"
"MRPL27",-0.0718221229019278,8.72398285677634,-2.76533754844581,0.00703412909681567,0.0573817041506901,-2.76714180244629,"No"
"PLLP",0.248494378674692,10.4884052693907,2.76476411854773,0.00704542270450973,0.0574501909796365,-2.76856119570021,"No"
"AEN",0.0918743905259118,7.78034722334765,2.76439098183493,0.00705278047413924,0.0574795194034875,-2.76948467939287,"No"
"CYP4Z1",-0.177588756775952,7.23745097672189,-2.76428768063597,0.00705481868075898,0.0574795194034875,-2.76974032352303,"No"
"CACHD1",0.20758378856876,9.54281879352252,2.76405488861434,0.00705941380888719,0.0574933278280899,-2.77031639561346,"No"
"SLC1A6",0.142848928238895,7.84197843679831,2.76371231506581,0.00706618091415668,0.0575248066781634,-2.77116406282025,"No"
"PAG1",-0.098937041926991,8.6432353082289,-2.76338608548371,0.00707263067887905,0.0575536773183167,-2.77197120800944,"No"
"GPRIN3",0.147478313170017,8.34092109775811,2.76284595760835,0.00708332118409896,0.0576170192172317,-2.77330740010896,"No"
"PRR16",0.120353277926352,7.47958482344453,2.76229296244893,0.00709428167206844,0.0576760303251065,-2.77467520119655,"No"
"DIPK2A",-0.134589342243734,8.89343007061991,-2.76218642777897,0.00709639499384224,0.0576760303251065,-2.77493868256974,"No"
"DIP2C",0.0661943554182809,9.41878253396062,2.75968652536356,0.00714615093685869,0.058056618861209,-2.78111903633573,"No"
"SPN",0.11543975530907,6.60350180832554,2.759251653637,0.00715483875238802,0.0581033873775452,-2.78219367239807,"No"
"CDC42EP3",-0.170304325149628,8.34623614382925,-2.75845712148255,0.00717073676266646,0.0582086465382217,-2.78415672555654,"No"
"CACNB4",-0.195337820230311,10.1853028678107,-2.7582130598689,0.00717562673750106,0.0582244980832925,-2.78475963592197,"No"
"TMEM205",0.0824149505873635,9.74963824668564,2.75740177422978,0.007191903427941,0.0583326929836639,-2.78676345563557,"No"
"EEF1E1",0.134647662303589,7.50915705106168,2.75679474312822,0.00720410425939381,0.0584077540834206,-2.78826246320468,"No"
"CYB5RL",-0.0781275178851528,7.0604128475791,-2.75650382703631,0.00720995814002229,0.0584313165207121,-2.78898075744073,"No"
"INSL3",-0.133194809947492,7.68156290062088,-2.75608939179151,0.00721830501065793,0.0584750552620647,-2.7900039221587,"No"
"SREK1IP1",0.147450004014921,7.77222495412919,2.75567536326444,0.00722665250841043,0.0585035774065479,-2.79102595624128,"No"
"KIAA1210",-0.150410145420264,5.45212783781577,-2.75562202930598,0.0072277284502162,0.0585035774065479,-2.79115760252347,"No"
"TEX36",-0.149585687665996,4.77838916316506,-2.75472811378881,0.00724578381547487,0.0586257847241463,-2.79336377654192,"No"
"PLEK2",0.0925567703254275,6.63396234282759,2.75433177797525,0.00725380221523848,0.058666716161841,-2.79434174045301,"No"
"PTDSS2",0.07818863062991,9.00706738792777,2.75126718941655,0.0073160772228593,0.0591462474668597,-2.80189973919072,"No"
"CUL9",-0.108215503735128,8.81228470707972,-2.75106790987731,0.0073201436182131,0.0591549967157922,-2.80239096946147,"No"
"PDC",-0.159622949801176,5.80133793273562,-2.75012636287883,0.0073393842847299,0.0592589541980956,-2.80471151549188,"No"
"SF3A1",-0.0898547398828615,9.57041412424037,-2.75002401289306,0.00734147860558595,0.0592589541980956,-2.8049637288206,"No"
"PPP2R5C",0.0927086689752183,9.93912089308582,2.7498594594617,0.00734484689960233,0.0592589541980956,-2.8053692091747,"No"
"USP6NL",0.10421236449608,8.45044466561159,2.74985366823832,0.00734496546762452,0.0592589541980956,-2.80538347911323,"No"
"GP6",-0.115130964479889,7.95663110132212,-2.74924306317505,0.00735747665653511,0.0593357444111047,-2.80688790936513,"No"
"HTR4",0.169125304192661,8.45730396962147,2.748119750384,0.0073805440066893,0.0594956353483624,-2.80965484747468,"No"
"HAPLN2",0.1869035729486,8.34344106560467,2.74798549357951,0.00738330540064428,0.0594956353483624,-2.80998548574697,"No"
"CFAP126",-0.29879539690912,6.81886981896212,-2.74764751376755,0.00739026114886515,0.0595211622339284,-2.81081777982723,"No"
"SOX2",0.202682813612144,10.412463968626,2.74753983347982,0.00739247850577267,0.0595211622339284,-2.81108293079132,"No"
"RPS6",0.127369101222822,11.393522815705,2.7472497593712,0.00739845474799518,0.0595450947907058,-2.81179716401136,"No"
"MFSD11",-0.104499135509808,8.44630283974671,-2.74709623693837,0.00740161947464428,0.0595463891419941,-2.81217514852721,"No"
"SYNPO2L",-0.105695989293352,6.45755299427405,-2.74647195014351,0.00741450132772497,0.059625825484581,-2.81371201312651,"No"
"KCNMB4",0.147046377536663,10.7209892739964,2.74627011555897,0.00741867046483128,0.0596351600260951,-2.81420882638417,"No"
"MTFR1",0.109876706390748,7.79106060250791,2.74585742527066,0.00742720174776866,0.0596795380000073,-2.81522456453108,"No"
"TNRC6A",-0.128211159880173,10.0051540179059,-2.74507946004973,0.00744330850098028,0.059784726262128,-2.81713899689478,"No"
"BCAP29",-0.0860277342069971,8.8687615314327,-2.74432638939534,0.00745893022873519,0.0598435269382821,-2.81899174195185,"No"
"F13A1",-0.669682001094218,8.98758981269146,-2.74431892955727,0.00745908512559601,0.0598435269382821,-2.81901009295026,"No"
"AHCYL2",-0.141475037313924,10.4682970859474,-2.74428999401206,0.0074596859740955,0.0598435269382821,-2.81908127321377,"No"
"RABEP1",0.0832897198005877,10.114834305283,2.74397889358869,0.00746614878814504,0.0598711437813103,-2.81984652847672,"No"
"UQCRC2",-0.09249005392698,11.2374098057721,-2.74338155178125,0.00747857233235314,0.0599458201468768,-2.82131568923401,"No"
"IL2RA",-0.107970947203543,6.44622409272541,-2.74324047017011,0.00748150930955825,0.0599458201468768,-2.82166264059445,"No"
"TNFRSF13C",0.0712455481649403,8.39444983054027,2.74284763860131,0.00748969266182228,0.0599517252309981,-2.82262862405741,"No"
"SETD6",-0.0761203292614709,8.28135921314365,-2.74270522152644,0.00749266147119124,0.0599517252309981,-2.82297880330577,"No"
"DNAH5",0.114330424047536,6.24063047775761,2.74268182101618,0.00749314937823121,0.0599517252309981,-2.82303633972621,"No"
"RCN1",0.159867189346784,8.95853887076526,2.74248798469537,0.00749719203434487,0.0599517252309981,-2.8235129226489,"No"
"OSBPL5",-0.0909981629815411,7.95552988674338,-2.74247954732519,0.00749736804962136,0.0599517252309981,-2.82353366687348,"No"
"HHIP",0.34092728448255,8.92479077894033,2.74194117031703,0.00750860714932284,0.0600173869036398,-2.82485721846676,"No"
"SHD",-0.128243616118878,7.23102146369247,-2.74122109012173,0.00752366351755053,0.0600835825886889,-2.82662713580817,"No"
"CA4",-0.170792137286499,8.1783962357165,-2.74114528099151,0.00752525023597087,0.0600835825886889,-2.82681344813937,"No"
"OR7E13P",-0.211822841165092,6.33369169748452,-2.74111033773499,0.00752598171657744,0.0600835825886889,-2.8268993250121,"No"
"SYT17",0.174085179426951,9.90998521420676,2.74057946808615,0.0075371026041578,0.0601481420781885,-2.82820388406304,"No"
"PTPRJ",0.0918778196948598,9.83689835583875,2.7394019651582,0.00756182302089977,0.0603211339007228,-2.83109673528216,"No"
"GPSM2",0.174381677710393,8.96156791138718,2.73909286122626,0.00756832458452215,0.0603487120832593,-2.83185596178052,"No"
"ILF3-DT",0.185759557437035,7.44088232270907,2.73835470939373,0.00758387121657203,0.0604483631387645,-2.83366873710274,"No"
"ZNF813",0.117572793332128,5.40723842396459,2.73804451120855,0.00759041317259009,0.0604761898393301,-2.83443041068389,"No"
"BCAS1",0.272496707868656,10.2005630624115,2.7375168913009,0.00760155230214366,0.0605406071857749,-2.83572578697808,"No"
"NOS3",-0.0979769299375217,7.59871713315847,-2.73729309941198,0.0076062815102971,0.0605539431239436,-2.83627516324578,"No"
"GRB7",-0.085103775577922,7.02807765209622,-2.7365234563129,0.00762256625053593,0.0606592255256418,-2.838164241049,"No"
"DCP2",-0.115029998228531,8.84113188172179,-2.73621992835385,0.00762899729118705,0.0606860406513647,-2.83890912537968,"No"
"TMEM182",0.130714392118215,6.25022421738228,2.73592573060261,0.00763523537366407,0.0606867522857628,-2.83963104742842,"No"
"ZC3H7B",-0.118786841531197,10.0877723641387,-2.73562898879191,0.00764153211640858,0.0606867522857628,-2.84035914730786,"No"
"PROC",0.093081328196214,7.3570850068912,2.73558253953929,0.00764251817999093,0.0606867522857628,-2.84047311150776,"No"
"GRAMD1B",-0.157505635783961,10.8586012546341,-2.73554394113431,0.00764333766757951,0.0606867522857628,-2.84056781227497,"No"
"NCBP2",0.128054652172491,8.69490427132307,2.73549419704159,0.00764439390897189,0.0606867522857628,-2.84068985723806,"No"
"NEB",0.113900546573369,6.70034687337669,2.73534053120518,0.00764765761476209,0.0606883574449275,-2.84106685809055,"No"
"GPR61",-0.0921683739694759,7.90431410497979,-2.73343822525783,0.00768816613055623,0.0609854010428236,-2.84573249045865,"No"
"TEX26",-0.144313500914463,4.78004111665539,-2.73326616042028,0.00769183979443302,0.0609901360980183,-2.84615436775084,"No"
"NXNL2",0.116546677016356,6.8050839787298,2.73308377688198,0.00769573551655361,0.0609966274068942,-2.84660152099893,"No"
"ZSCAN21",-0.0745558716014445,7.64252712374275,-2.7326145775579,0.00770576591662163,0.0610517177318907,-2.84775175274841,"No"
"PACRG",0.13564460965204,8.3451428664086,2.73199986255897,0.00771892516345153,0.0611315435537754,-2.8492584659848,"No"
"LINC02210",-0.115120069080779,8.41846351955822,-2.73148225410874,0.00773002154616229,0.0611846903063681,-2.85052694641696,"No"
"CCDC148",0.149388386981427,6.74895758431208,2.73139894028632,0.0077318089702594,0.0611846903063681,-2.85073110140396,"No"
"ZKSCAN1",-0.0949540780663529,8.72217350700549,-2.73095739763507,0.00774128817434296,0.061235257573823,-2.85181298641706,"No"
"FGF5",-0.180384368930333,7.21126044663764,-2.73076841439644,0.00774534857800663,0.0612352908254589,-2.85227599633336,"No"
"SNORD37",-0.152394079990316,4.88382498361525,-2.73056106184711,0.0077498058920371,0.0612352908254589,-2.85278398068418,"No"
"SPIN3",-0.109770104354231,8.64539523164508,-2.73052600633925,0.0077505596872863,0.0612352908254589,-2.85286985855786,"No"
"GARNL3",-0.127253315646072,9.81903296707916,-2.72799420522668,0.00780517801650831,0.0616368524717387,-2.85906977457884,"No"
"LINC01599",0.12273345680003,6.72916652672651,2.72788211980771,0.00780760412432709,0.0616368524717387,-2.85934414126327,"No"
"CFAP74",-0.0913899089414487,7.10392208448952,-2.72770352386707,0.00781147128535069,0.0616428325197081,-2.85978129551286,"No"
"PTPMT1",0.0728805210445511,8.69799134706332,2.72750313710355,0.00781581236642277,0.0616525461757256,-2.86027175958879,"No"
"HSD17B3",0.250527584573637,6.9457295967322,2.72733573410875,0.007819440590655,0.06165663119672,-2.86068147017035,"No"
"DLL3",0.0848218206319018,7.48243322643418,2.72704850507923,0.00782566945614905,0.0616782182606126,-2.86138440061429,"No"
"GLIS3-AS1",-0.139274159006828,6.87791131226215,-2.72692260276837,0.00782840120787475,0.0616782182606126,-2.86169249977699,"No"
"VWA5A",0.218200519115744,8.66874875238646,2.7260580209945,0.00784718389106963,0.0618016393614117,-2.86380792488517,"No"
"PURA",0.0743159492712664,11.3381258032479,2.72572518656358,0.00785442553607774,0.0618245301985776,-2.86462214333249,"No"
"RARRES1",0.126365875951976,6.58680606313702,2.72563778977694,0.00785632808203688,0.0618245301985776,-2.86483592992477,"No"
"RGS19",0.0979547930878297,8.85190159124069,2.72540929408276,0.00786130420541548,0.0618391401841075,-2.86539484033955,"No"
"DCHS1",0.0913687595883506,8.11806338302492,2.72515570396509,0.00786683019537712,0.061858062262182,-2.86601508742681,"No"
"UNC13A",-0.211619229474364,10.1089965309786,-2.72471974005748,0.00787633858172348,0.0619082710965522,-2.86708128451081,"No"
"OSBPL10",-0.167420635483007,9.25391629639205,-2.7239616150136,0.00789289828383529,0.0620138417282866,-2.86893502555377,"No"
"FLNC",0.230752751138604,7.93527745760419,2.72328207994012,0.00790776833346834,0.0620884499100845,-2.87059623838581,"No"
"RAB11B",-0.093347808302358,10.5666553280966,-2.72324144116168,0.00790865842823807,0.0620884499100845,-2.8706955743548,"No"
"LGR4",0.162982514013988,9.16937504890604,2.72254686511354,0.00792388558338968,0.0621833665556348,-2.87239318142663,"No"
"TNKS2",0.0836945010962324,9.72995164195045,2.72058189506527,0.00796710847487718,0.062492387830953,-2.87719380589442,"No"
"RIOX2",0.117088431725241,8.25521403577555,2.72047035158517,0.00796956850308476,0.062492387830953,-2.87746623206812,"No"
"TARS3",0.0901792489632349,9.34932465729294,2.72030235692871,0.00797327483739261,0.0624967287867274,-2.87787651328808,"No"
"TMEM262",0.108646734408837,7.71297059279822,2.72008903208379,0.00797798352159145,0.062498677946958,-2.87839747092778,"No"
"CTBP2",0.0743579645945509,8.26772103355534,2.72000544656314,0.00797982918245223,0.062498677946958,-2.87860158474429,"No"
"NFKBIB",0.0938113786766106,8.56050501706267,2.71952307550178,0.00799048807992143,0.0625574428152774,-2.87977942173843,"No"
"HORMAD1",0.191431337949129,5.52866428602628,2.71911201654265,0.00799958144714078,0.0626039096038973,-2.88078299481852,"No"
"UHMK1",0.13825145961977,9.80494042180508,2.71894607852462,0.00800325496910548,0.0626079412993599,-2.88118808585558,"No"
"RAD51AP1",-0.160524134995853,6.06584943043899,-2.71761441870241,0.0080327908985183,0.0628142066987488,-2.88443821776074,"No"
"LOC654780",0.126964485743657,6.84788898375478,2.71713799119567,0.00804338207696886,0.0628722251229313,-2.88560069616019,"No"
"ZNF831",0.128028424592299,7.43934943471505,2.71652811165907,0.00805695853121898,0.0629535234388466,-2.88708854984933,"No"
"STX19",-0.136338571833365,5.97250556273,-2.71630310430687,0.00806197266670708,0.0629611572743938,-2.88763740482009,"No"
"SLC25A1",0.126089423907796,9.16609492318619,2.71619925381795,0.00806428786357695,0.0629611572743938,-2.88789071209548,"No"
"PDZD9",-0.132151172538387,5.590402104423,-2.71569829485977,0.00807546453862363,0.0630235958854867,-2.88911251517083,"No"
"CNST",-0.214196298660402,8.05317883656322,-2.71531278467782,0.00808407510098358,0.0630299434970662,-2.89005261983221,"No"
"COPG1",-0.110191565638273,10.1339876939322,-2.7152391803285,0.00808572004223068,0.0630299434970662,-2.89023209873966,"No"
"TGFBRAP1",-0.0858090885515832,9.50785087750728,-2.71523485149764,0.00808581679428136,0.0630299434970662,-2.89024265415662,"No"
"CCIN",0.129563966839047,6.63932789116735,2.71494355476319,0.00809232988256436,0.0630559179489282,-2.89095291979788,"No"
"MADD",-0.127403116741869,10.8510600394762,-2.7147092272399,0.00809757267028186,0.0630719776200382,-2.89152423221751,"No"
"PAQR4",0.114269157203722,9.08468773987868,2.71436354481035,0.00810531253984215,0.0631074668017639,-2.89236696372632,"No"
"DLG1",0.0943068406738963,10.8563533334692,2.71275770345583,0.00814135602772498,0.0633621146549601,-2.89628064266454,"No"
"OPRK1",0.26696642431849,8.2626212338247,2.71262187380782,0.0081444114483599,0.0633621146549601,-2.89661159208565,"No"
"POGZ",-0.0867256433960435,10.7459039470883,-2.71214843605552,0.00815506936909739,0.0634201412725059,-2.8977650175014,"No"
"GAREM1",0.126522355728341,8.99388753098798,2.71196059958011,0.00815930142173681,0.0634281694443486,-2.89822259291923,"No"
"TAS2R3",-0.172038986795656,7.53192711840773,-2.71108334865564,0.0081790928571951,0.0635371685127753,-2.9003592552937,"No"
"USP14",0.120742427013663,9.90961505443169,2.71105499163096,0.00817973334230957,0.0635371685127753,-2.90042831307369,"No"
"PKD2L2",-0.0838458575876952,4.62497900846192,-2.7104611799393,0.00819315595909161,0.0636165023803654,-2.90187428341891,"No"
"SNORD33",-0.242748421145524,12.3035523239292,-2.71012944251353,0.00820066334377525,0.0636498627500614,-2.90268197145134,"No"
"NGRN",-0.0929855617486481,9.1650334473851,-2.709679961078,0.00821084533734218,0.0637039479930075,-2.90377620253025,"No"
"CWC25",-0.0725294082681351,7.91056758929212,-2.70886682124306,0.00822929447696135,0.0638221065793446,-2.90575535218048,"No"
"SYT14",-0.109017925767906,9.05085747612875,-2.70856390368948,0.00823617695538712,0.0638267595746094,-2.90649251541015,"No"
"VWA1",0.120112451000592,8.59807776754746,2.70855698971681,0.00823633410643449,0.0638267595746094,-2.90650934006976,"No"
"POC5",-0.141744518999901,7.89181699323892,-2.70748955687217,0.00826062911089104,0.063990015969204,-2.90910643462241,"No"
"PFDN1",-0.102612039465823,9.70400377102487,-2.70733517353899,0.00826414830985276,0.0639922702914888,-2.909481983405,"No"
"POLR2F",0.0637409983174386,9.80377598412289,2.70682870717688,0.00827570290681925,0.06403313277705,-2.91071387528213,"No"
"VGLL3",0.267287164029445,6.63296768752779,2.70667718143874,0.00827916269689117,0.06403313277705,-2.91108239829836,"No"
"NXF5",-0.12620332411288,6.4049108381394,-2.70664561596401,0.00827988359784081,0.06403313277705,-2.91115916596698,"No"
"MTPAP",-0.0857439051316788,7.46975716755536,-2.706537798781,0.0082823463875476,0.06403313277705,-2.91142137323903,"No"
"EVL",-0.113268962931416,9.65858409497026,-2.70633458228367,0.00828699012942686,0.0640440566610638,-2.91191556444784,"No"
"ZNF24",0.113329087011465,9.11735232670183,2.7060024561301,0.00829458471983799,0.0640777680831444,-2.91272317782085,"No"
"ADAMTS19",-0.147352903816603,7.52278017644504,-2.7037683133376,0.00834583696622352,0.0644438898720104,-2.91815368622346,"No"
"SLC23A3",-0.113636532249004,6.77723448229594,-2.7036534613765,0.00834847950316918,0.0644438898720104,-2.91843275515788,"No"
"TRAPPC9",-0.0880620372646241,9.27824069023453,-2.7031316319041,0.00836049546270726,0.0645115225991615,-2.91970057998158,"No"
"PHLPP2",-0.117211365916004,9.50919860262004,-2.70296781344277,0.00836427089345442,0.0645155416034813,-2.92009854764652,"No"
"FADD",0.0799581960372535,8.24446722982558,2.70262680922948,0.00837213480536494,0.0645510806093929,-2.92092689222568,"No"
"ITPR3",-0.146404313976636,7.53967771555159,-2.7021229794834,0.00838376597135296,0.0645870689421103,-2.92215060293901,"No"
"CLDN15",0.0824103626826957,8.64999933374192,2.702097582126,0.00838435267179922,0.0645870689421103,-2.92221228348288,"No"
"ZNF791",-0.115459088301526,8.79764188248258,-2.70200130999464,0.00838657697911476,0.0645870689421103,-2.92244608758995,"No"
"H2BC9",-0.146489311235999,8.02302429739878,-2.70012202285617,0.00843010453489275,0.0648970726971568,-2.92700869279112,"No"
"OVGP1",-0.167936017708783,7.87863795284022,-2.69984506508906,0.00843653672714494,0.0649213771514729,-2.92768087865879,"No"
"RPL23AP64",-0.0983974150125864,5.42844464352026,-2.69946431160442,0.00844538681514574,0.0649642618690858,-2.92860488680094,"No"
"SIL1",0.0730109702888075,8.11063129121012,2.69917815221473,0.00845204375908748,0.0649902495874287,-2.92929926387541,"No"
"MRNIP",-0.0796322648799492,8.54064129892379,-2.69865805392057,0.00846415507652962,0.0650581411717901,-2.93056114646196,"No"
"SLK",0.098860832103135,9.77547822277193,2.69824825687805,0.0084737089847623,0.0650820836063907,-2.93155526966613,"No"
"BCKDK",-0.105278787088993,8.71905574690116,-2.69824279701186,0.00847383634102277,0.0650820836063907,-2.93156851386345,"No"
"TRIB3",0.0792434409991687,7.06543329607489,2.69728503421993,0.0084962040078392,0.0652286026519738,-2.93389144977051,"No"
"OTOP1",0.140862190125029,6.50423610228341,2.6969367024525,0.00850435229975307,0.0652658829415428,-2.93473611581068,"No"
"ABL1",0.101419819801656,8.97384790043402,2.69656201777423,0.00851312499165207,0.0652990812170867,-2.93564458360506,"No"
"RABAC1",0.0774578629051543,9.90253570166484,2.69647061282037,0.00851526635454619,0.0652990812170867,-2.935866189936,"No"
"ATP5MC3",-0.0829405606171241,7.3179828242996,-2.69629570903732,0.00851936522922811,0.0653052501697559,-2.93629021723751,"No"
"PPP2R2D",-0.107305810009169,9.55457982829265,-2.69585048413634,0.00852980719542935,0.0653600185678377,-2.9373694933864,"No"
"BMP8B",0.119464933706168,7.69764455174297,2.6956215806999,0.00853518025753172,0.0653759189509471,-2.93792432390755,"No"
"APOL3",-0.110296965673831,7.04416762280015,-2.6954049376705,0.00854026836906503,0.0653896252916091,-2.93844940083722,"No"
"NPAT",-0.0970374599498793,9.20924236865121,-2.69432264778303,0.00856572858460635,0.0655592423678192,-2.94107201787897,"No"
"BLM",0.0957561004918279,6.89367739652816,2.69307076847879,0.00859526447854479,0.0657599103659565,-2.94410449434735,"No"
"SLC25A34",-0.0964685262100886,7.73802633328665,-2.69194659645433,0.00862186632906228,0.0659379846608803,-2.94682662242467,"No"
"ASTE1",-0.130618168065896,6.7789905150433,-2.69136642670059,0.00863562448183057,0.06601556592359,-2.94823110583585,"No"
"LZTFL1",-0.169300807258968,7.83223986292735,-2.69107801363225,0.00864247134749132,0.06601556592359,-2.94892920677108,"No"
"TXNDC17",0.15717814878382,7.277307063467,2.69107558619774,0.00864252899524232,0.06601556592359,-2.94893508208803,"No"
"GTF3A",0.103580819581838,8.65723685564563,2.69095758997919,0.00864533164191292,0.06601556592359,-2.94922067261085,"No"
"GALNT16",-0.144238592921674,9.49015127690861,-2.69072917918153,0.00865075920710401,0.0660259879524566,-2.94977347396323,"No"
"SERPING1",-0.3309143518397,9.965035042524,-2.69061985686786,0.00865335805380025,0.0660259879524566,-2.95003804276185,"No"
"ZNF385A",-0.138591805878537,9.25764011185098,-2.69010147608228,0.00866569085318831,0.0660743096797324,-2.95129244434541,"No"
"UBE2L6",-0.15604080923138,9.5196466483244,-2.69007347331372,0.0086663575224388,0.0660743096797324,-2.95136020100815,"No"
"IFITM1",-0.372826259546851,10.5536058610549,-2.68991947136895,0.00867002472155161,0.0660768550770156,-2.95173282003544,"No"
"UBE2R2",0.071544278458175,10.3966466839107,2.68969031995255,0.00867548404569686,0.0660930515902571,-2.95228723590726,"No"
"BAG5",-0.0917989500193936,8.70439230712562,-2.68901812642215,0.00869151650223016,0.0661721854594826,-2.95391333473455,"No"
"RMI2",0.0842701783816073,6.96616687312946,2.68892979373636,0.0086936253245738,0.0661721854594826,-2.95412699461725,"No"
"NSA2",0.129769126323998,9.79664772280779,2.68883513268585,0.00869588574494033,0.0661721854594826,-2.9543559551268,"No"
"PPEF2",-0.124776225263586,6.52219117415903,-2.68788022506376,0.00871871801089356,0.0663204708863941,-2.95666525397263,"No"
"MRPL35",-0.11718885398103,9.66611110359954,-2.68719088466769,0.00873523434275665,0.0664050216180333,-2.95833189493402,"No"
"ZNF479",0.145363475434052,4.80962249471855,2.6871367273398,0.00873653313725626,0.0664050216180333,-2.9584628178257,"No"
"WDR19",-0.144776245732908,8.85557639280058,-2.68658587642754,0.0087497535657234,0.0664800172224358,-2.95979435032474,"No"
"STAU1",-0.0666563037055656,10.3625113894458,-2.68621317955744,0.00875870861849811,0.066522559748846,-2.96069511502802,"No"
"DLST",-0.0752895054277456,9.04958623899368,-2.68599903585491,0.00876385777374931,0.0665361748943059,-2.9612126282677,"No"
"FAM72B",0.158672145808863,6.57589430485644,2.68578538891549,0.00876899772922306,0.0665497097957078,-2.9617289067999,"No"
"GABRA1",-0.319519224077261,11.5933191654794,-2.68434192608792,0.008803796750902,0.0667636641847387,-2.96521614434097,"No"
"RDX",0.188310221665462,9.17701596308437,2.68433658897402,0.00880392565095631,0.0667636641847387,-2.96522903529061,"No"
"GARS1-DT",-0.128199792015339,8.9926520365878,-2.68377659551079,0.00881745995843939,0.0668407299258677,-2.96658149192073,"No"
"VGLL2",-0.0953075174504896,6.26967075581039,-2.68273414559982,0.00884270503931866,0.0669979750517953,-2.96909851791341,"No"
"DPY19L2P1",-0.190704768081345,9.08738342665499,-2.68264104091883,0.00884496295770309,0.0669979750517953,-2.96932328232264,"No"
"TTC3",0.104280901859225,10.7543734371733,2.68237036085818,0.00885153030639304,0.0670221104903091,-2.96997669534649,"No"
"EIF2B4",0.0639136925658601,8.63858824723606,2.68173689981424,0.00886691693693132,0.0671051338044366,-2.97150563561418,"No"
"SNORD105",-0.337343296068405,6.9688006647458,-2.6815149280219,0.00887231433798789,0.0671051338044366,-2.97204132217385,"No"
"OR4A47",0.226705983194666,5.02928073185214,2.68150109715665,0.00887265074415721,0.0671051338044366,-2.97207469910625,"No"
"CHERP",-0.0772364852670666,9.61144334729077,-2.68129190705033,0.00887774026063667,0.0671180187591918,-2.97257950355963,"No"
"TSC22D1",-0.120721381228897,10.9992271899157,-2.68088935178966,0.00888754175232528,0.0671301818847391,-2.9735508324506,"No"
"ALKBH5",0.0864395721304447,9.8350881569425,2.68085936574556,0.00888827225202324,0.0671301818847391,-2.97362318116444,"No"
"KIAA1614",-0.0977017839611563,7.4677569681619,-2.68076486718376,0.00889057471930564,0.0671301818847391,-2.97385117780362,"No"
"SARAF",0.083220999209038,11.4700289888378,2.68066965994674,0.00889289500223604,0.0671301818847391,-2.97408087749794,"No"
"SNX22",0.146055208676868,8.15147090724471,2.68052351084261,0.00889645785452846,0.0671315127713429,-2.97443346778031,"No"
"TPPP2",-0.121485294564639,5.95168591218538,-2.67978448725087,0.00891449381293157,0.0672099838038486,-2.97621614530242,"No"
