"","logFC","AveExpr","t","P.Value","adj.P.Val","B","threshold"
"ADAMTS8",0.0565465136897423,8.42976664523511,1.13062368582327,0.261536207737675,0.516326286822422,-5.72839543516607,"No"
"MAP4K1",-0.0392990489169387,7.10104476704547,-1.13045241387751,0.261607908625001,0.516395118231453,-5.72858256664561,"No"
"MXRA8",0.0581093457444073,10.2686109696865,1.13041595443473,0.261623173707233,0.516395118231453,-5.72862239863677,"No"
"UFSP2",0.0595560267049056,8.47376697510409,1.1302531272869,0.261691354914884,0.516457582664986,-5.72880027233817,"No"
"CENPN",0.0639231610539852,7.67789027074366,1.13015724289835,0.261731510786804,0.516457582664986,-5.72890500561943,"No"
"SKA1",-0.0411710145449549,4.23055923139654,-1.13015373334493,0.261732980651387,0.516457582664986,-5.72890883889619,"No"
"COA1",-0.0418493865019745,10.4979409110531,-1.12999471833549,0.261799585115375,0.516537590896991,-5.72908250945586,"No"
"FGL2",-0.175003848470964,7.71022237921864,-1.12947409584323,0.262017734675104,0.516907276438756,-5.72965094935792,"No"
"CLN5",0.0954214483978237,8.24394745149042,1.12938961087733,0.262053147353404,0.516907276438756,-5.72974317006348,"No"
"CRH",0.0925379009455254,6.40597804978835,1.12936089827132,0.262065183282525,0.516907276438756,-5.72977451017572,"No"
"GLS",-0.0820846985120767,10.7748124167197,-1.12911303214762,0.262169101522668,0.517060799869052,-5.7300450265891,"No"
"FLJ30679",0.0336189787154533,6.51922894097291,1.12904223523437,0.262198788556327,0.517067905446882,-5.73012228244985,"No"
"RADIL",-0.0386167140998674,6.97892184235898,-1.12877454689242,0.262311058795153,0.51723785123807,-5.73041435015399,"No"
"MT1F",-0.117280203900652,12.0920398473077,-1.12854869076214,0.262405810633339,0.517368837303102,-5.73066072367766,"No"
"TMEM229B",0.0970136084442119,7.22076939748636,1.12849178984548,0.262429685672335,0.517368837303102,-5.73072278610242,"No"
"ADTRP",-0.101878451873014,7.08061982311816,-1.128181797495,0.262559782111153,0.517546541782054,-5.73106084478388,"No"
"TSACC",-0.0546643820480748,5.11895135634709,-1.12815259248564,0.262572041098831,0.517546541782054,-5.7310926893441,"No"
"GRHL3",0.0552515715216382,6.7884941710457,1.1279631262772,0.262651580517664,0.517651847345562,-5.73129926013617,"No"
"MMP20",0.0450825019877135,5.778520124925,1.12777485444896,0.262730635310533,0.51775617693217,-5.7315044954448,"No"
"HIF1A",0.067690150724081,10.4013342096825,1.12762032332525,0.262795534982591,0.517832593435378,-5.73167292518977,"No"
"SNX27",0.0377602805857453,10.1336052028705,1.12755359390539,0.262823563355652,0.517836347917612,-5.73174564938456,"No"
"RBM39",0.0365322566881954,10.2884440958111,1.12743598844743,0.26287296631927,0.517882211423861,-5.73187381002684,"No"
"H1-8",-0.0441591870177849,7.72741585038729,-1.12723351194508,0.262958036676985,0.517998326646911,-5.73209442863102,"No"
"RPL29",-0.0591196275353862,9.80711111077631,-1.12709001322911,0.263018339279235,0.518065633896292,-5.73225076174657,"No"
"CASP1",0.114571272197461,5.88761219864009,1.12698762298788,0.263061372771201,0.518098916288477,-5.73236229789987,"No"
"ZNF652",0.0545722214229887,8.84473323297227,1.12661399802003,0.263218445221066,0.518292441994201,-5.73276921333915,"No"
"KLHL42",0.0480439058930919,9.4207528027778,1.1266022790362,0.263223372964094,0.518292441994201,-5.73278197438642,"No"
"RPAP2",-0.0396904176032713,9.21084257801243,-1.12654972180648,0.263245473674595,0.518292441994201,-5.7328392034753,"No"
"C15orf61",0.0505751683890079,7.68202949140449,1.1265051481527,0.263264218253524,0.518292441994201,-5.73288773729492,"No"
"FXYD5",-0.10872545480127,8.58664179503168,-1.1262713231725,0.263362564148488,0.51836061590569,-5.73314230609428,"No"
"EEF2KMT",-0.0299603922587472,7.8791474190808,-1.12618742429664,0.263397857989647,0.51836061590569,-5.73323363559689,"No"
"FADS1",0.081752244420203,10.2671540145081,1.1261362367871,0.263419392733635,0.51836061590569,-5.73328935336711,"No"
"TREML2",0.0360291337733578,6.619730300903,1.1261150136357,0.263428321742105,0.51836061590569,-5.73331245411707,"No"
"LIX1",0.159584942393337,8.97285996439441,1.12610733101063,0.263431554030088,0.51836061590569,-5.73332081631512,"No"
"PYHIN1",-0.0494047766823753,6.31976314879103,-1.12604983843932,0.263455743593292,0.51836061590569,-5.73338339268588,"No"
"MYCBP",-0.0439996769855924,8.53383200089762,-1.12565993273521,0.263619834652275,0.518631995068682,-5.73380769429018,"No"
"FLJ13224",-0.0475784916909516,6.55859821382007,-1.12549343430065,0.263689927072138,0.518718410672919,-5.73398883718495,"No"
"OR13D1",0.0682667779455572,4.0943694969885,1.12531785460939,0.263763856698838,0.518774663014364,-5.73417983197316,"No"
"ZNF10",0.0574186226498679,6.80795310974046,1.125209828164,0.26380934957529,0.518774663014364,-5.73429732830945,"No"
"HPCAL1",-0.0706022332691774,10.6563537315086,-1.12519853360221,0.263814106340967,0.518774663014364,-5.73430961235237,"No"
"MAPRE3",-0.0563232551086461,10.9411465996639,-1.12517693173929,0.263823204250003,0.518774663014364,-5.73433310635416,"No"
"HECA",0.0439316582835474,8.55387195127647,1.12503162600739,0.263884407400559,0.51884354373153,-5.73449112827729,"No"
"EDA2R",0.0629586630955323,6.75631177972106,1.12494019103033,0.263922925162318,0.518867811712052,-5.73459055490412,"No"
"EPB41L4B",-0.110590087093627,9.84777516340646,-1.12483571961396,0.263966939469147,0.518902879918375,-5.73470414780903,"No"
"RDH10",0.127779662356481,8.06784919112241,1.12463603110756,0.264051083537301,0.51898036239704,-5.73492124286155,"No"
"WSB1",0.0714902444339565,10.6699647226219,1.1246179192156,0.26405871639694,0.51898036239704,-5.73494093169348,"No"
"TRIM52",-0.0424934962304011,8.46914233751987,-1.12430543152844,0.26419043188293,0.5191877596129,-5.73528057825166,"No"
"TMEM11",0.0296731342263374,8.02852024207082,1.12419327757202,0.264237716717303,0.519229208811172,-5.73540245742,"No"
"NECAP2",0.0674657224977455,8.81171394969532,1.12411069418239,0.264272538208455,0.519246161651918,-5.73549219433991,"No"
"TBCA",-0.0325584428404539,8.92676921389017,-1.1239053362604,0.264359141855468,0.519364843310301,-5.73571531307789,"No"
"LAMA3",0.0443822306062556,7.50948269068699,1.12364297966635,0.264469812002398,0.519530778250277,-5.73600030270168,"No"
"TAF4",0.0302196234590113,8.5460667183733,1.1233664084508,0.264586513534767,0.519643124193886,-5.73630066344663,"No"
"PHACTR1",-0.0829503851525217,10.093505748256,-1.12335768747881,0.264590194009558,0.519643124193886,-5.73631013339644,"No"
"SLC13A4",-0.358569639502681,9.33000311364048,-1.12328554103988,0.264620643043572,0.519643124193886,-5.73638847321232,"No"
"OR13C9",0.0567820447499772,5.84738515182103,1.12325896750346,0.264631858888023,0.519643124193886,-5.73641732671339,"No"
"FAM186B",0.0347115018297792,6.31412605590856,1.12316286345765,0.264672424134732,0.519671301864381,-5.73652167080555,"No"
"TTLL2",-0.0486616364329988,5.46459212577534,-1.12300916674444,0.264737308156542,0.519747217944651,-5.73668852763915,"No"
"PDXDC2P-NPIPB14P",0.0630587023823228,9.15752584647019,1.1227430562693,0.264849674745992,0.519890092498405,-5.73697737124955,"No"
"POLR2H",-0.0443409924719873,10.3241746771045,-1.12271260368827,0.26486253564755,0.519890092498405,-5.73701042108878,"No"
"HMHB1",0.0376451340904485,7.35722941390346,1.12260142945234,0.264909491083614,0.51993077641094,-5.73713106984952,"No"
"FKBP4",-0.0276160727826635,9.17381784715309,-1.12233120077536,0.265023648948756,0.520103335621344,-5.73742427978872,"No"
"FGFBP2",-0.0666604098511812,5.7532083562166,-1.12224348140569,0.26506071333992,0.520124581324216,-5.73751944444408,"No"
"MAGT1",0.0882104646898716,7.42805557307606,1.12215334424234,0.265098803119628,0.520142314534616,-5.73761722460111,"No"
"LINC01128",-0.0955179029637527,8.63501999009315,-1.12209791275404,0.265122229029802,0.520142314534616,-5.73767735250985,"No"
"TBCC",-0.0468636841960119,7.56794042825183,-1.12201712065555,0.26515637519295,0.52015782537851,-5.7377649845484,"No"
"RCC2",-0.0392812161250404,9.61582527203994,-1.12191570058111,0.265199243980712,0.520190442650867,-5.7378749822965,"No"
"RPL36A",-0.0549109470014901,9.71144833781904,-1.1218019356579,0.26524733654288,0.520233298930395,-5.73799835750677,"No"
"PFKP",0.0670699905877647,9.90764414130111,1.12168294734551,0.265297643767941,0.520280489949732,-5.73812738438599,"No"
"GNAS",-0.0276985391163667,10.5937588966041,-1.12129849544398,0.26546023244757,0.520547847245837,-5.73854418033861,"No"
"GAN",0.0454073196693887,9.68916632742604,1.12096142028456,0.265602842512034,0.52077597894323,-5.73890949986325,"No"
"PALD1",0.0679962986121669,7.70992724973132,1.12058880745625,0.265760550408947,0.521019925564268,-5.73931321103626,"No"
"LOC401557",-0.0447799345226931,5.80686889937845,-1.12045443386529,0.265817439965834,0.521019925564268,-5.73945876757816,"No"
"SDC2",0.0812933715953719,9.10991071966652,1.12044179722371,0.265822790362164,0.521019925564268,-5.73947245500703,"No"
"TMEM41B",0.0411710590949124,8.69560157543711,1.1204191179399,0.265832393036221,0.521019925564268,-5.739497019789,"No"
"KMT2D",0.0317581778208087,9.13304679996899,1.12015019577212,0.2659462763716,0.5211650443353,-5.73978826274681,"No"
"PLEKHA3",0.0572071383887955,8.23755168238672,1.12011316502226,0.265961960856994,0.5211650443353,-5.73982836177848,"No"
"ADGRE5",-0.0531567535842576,8.19708065804065,-1.12001998590902,0.266001430019728,0.5211650443353,-5.73992925581535,"No"
"RAB39B",0.0708594042953656,8.29894687108096,1.11999598146951,0.266011598576632,0.5211650443353,-5.73995524642625,"No"
"ZFP41",-0.0342335343536746,7.69491970120634,-1.11993062359739,0.266039286304882,0.521167780652405,-5.74002600939396,"No"
"COMMD10",-0.0530508506058709,8.4704097308854,-1.11970303473558,0.266135716144297,0.521293127485543,-5.74027238863478,"No"
"FKBP3",0.0424546995976414,8.03874014653863,1.11962304538691,0.266169613604321,0.521293127485543,-5.74035897060967,"No"
"GET3",0.0398914643188331,9.66056930489745,1.1195934315369,0.266182163971582,0.521293127485543,-5.74039102367786,"No"
"PLA2G2F",-0.0434682772531625,7.1225108727125,-1.11952207310946,0.266212407419772,0.521300854715217,-5.7404682563452,"No"
"CCDC197",0.0432471149244726,6.10141739071569,1.11940996916881,0.266259924678321,0.52134240289395,-5.74058957907392,"No"
"PSMD12",-0.0522947616312255,9.07760640053294,-1.11912402352898,0.266381154769865,0.521528259852151,-5.74089898595278,"No"
"MFN2",-0.0340428603047229,10.0351910303464,-1.11895152191333,0.266454307610113,0.521619962448674,-5.74108560393144,"No"
"GCKR",-0.0604427952190418,6.51166154733726,-1.1188369818364,0.266502888451118,0.521657551708251,-5.74120950179597,"No"
"PARS2",0.0286268670949763,8.24971240690508,1.1187821650988,0.266526140528737,0.521657551708251,-5.74126879264826,"No"
"LAMP3",0.0416286309899316,6.65964228606613,1.11868333999848,0.266568063596459,0.521688096028494,-5.74137567669354,"No"
"LINC01973",-0.0505233353618548,5.38569913414174,-1.11860143904571,0.266602810692376,0.521690346765568,-5.74146424953704,"No"
"FAM174C",0.0316290536778396,8.83014999715524,1.11855656895141,0.266621848513443,0.521690346765568,-5.74151277221646,"No"
"PPM1A",-0.0370561325261551,9.01199795512381,-1.11842581935184,0.266677329369307,0.521747404272382,-5.74165415454498,"No"
"SPAG9",0.0351511191546194,10.5383519725504,1.11833904079252,0.266714156500578,0.521767958581955,-5.7417479812106,"No"
"ZNF682",0.0671556481899511,7.47436139626249,1.11774682736341,0.266965575490842,0.522208269484406,-5.74238810557374,"No"
"PRKCH",0.0838751851518822,8.2396445978926,1.11748598641091,0.267076365868288,0.52237343863908,-5.74266994473438,"No"
"B4GAT1",0.062490294007203,9.76559805292696,1.11732252217112,0.267145812578418,0.52245771929183,-5.74284653568286,"No"
"NUP210",-0.0339506363388082,8.36906798024668,-1.11719141004578,0.267201523844961,0.522515123525566,-5.74298815844856,"No"
"ABCA7",0.0415419091714995,7.63259376128393,1.11683005370849,0.267355111021321,0.522763894828925,-5.74337839967194,"No"
"ZNF691",0.0433612137394119,7.36526850142858,1.11673932987961,0.267393681050353,0.52278774430034,-5.74347635626726,"No"
"GTSCR1",-0.0522711956574549,4.20235040722755,-1.11651483880695,0.26748913719241,0.522833978731558,-5.74371871127543,"No"
"PLAC4",-0.0477087229007873,5.77634930795402,-1.11646326844517,0.267511068862991,0.522833978731558,-5.74377437869414,"No"
"CHD8",-0.0316996628385482,8.97524209366036,-1.11643298535967,0.2675239481388,0.522833978731558,-5.74380706648744,"No"
"FBN2",0.046537844062871,6.12439456460958,1.11641485159674,0.267531660563867,0.522833978731558,-5.74382663979814,"No"
"OR4K5",0.0953848355690035,5.69962807723048,1.11637360301949,0.267549204472226,0.522833978731558,-5.74387116174417,"No"
"ARAFP2",-0.0592789669419709,6.40734192692682,-1.11619424138802,0.267625500203686,0.522857108525237,-5.74406473846673,"No"
"ZRSR2",-0.0456332095649543,8.30836435312497,-1.11611799289342,0.267657938926021,0.522857108525237,-5.74414702081557,"No"
"NRSN1",0.116149094251643,10.3284337778084,1.11607053840757,0.267678129079994,0.522857108525237,-5.74419822781879,"No"
"SAMD1",-0.0368087438457945,8.26423805749806,-1.11601678537104,0.267701000325517,0.522857108525237,-5.74425622888958,"No"
"USP41P",-0.100889001606014,7.54610079651613,-1.1160117208703,0.267703155277828,0.522857108525237,-5.74426169349185,"No"
"AK5",0.0620203850038905,12.0878286074006,1.1159737828003,0.267719298367107,0.522857108525237,-5.74430262795004,"No"
"OR6N2",0.0710221180801316,6.42881879117921,1.11586970892416,0.267763586508607,0.52289208702198,-5.74441491476623,"No"
"RIDA",0.0790515946887336,9.32322065697494,1.11569798064026,0.267836675873147,0.522971403576552,-5.74460017272043,"No"
"KCTD8",-0.045063684957924,8.27379735104659,-1.11565031068144,0.267856967185226,0.522971403576552,-5.74465159347399,"No"
"SH2D7",-0.0484374109707586,6.07676461715491,-1.11554076867245,0.2679035991837,0.522973259592777,-5.74476974646282,"No"
"OR1L1",0.0645773725119119,5.05933326864125,1.11552413155865,0.267910682094771,0.522973259592777,-5.74478769041898,"No"
"CHRM4",-0.0634611841949262,9.07537717973569,-1.11512530152427,0.268080515059956,0.52317109394551,-5.74521777086472,"No"
"LIMA1",0.0798848408247164,8.14177929302496,1.11505769957145,0.268109309324942,0.52317109394551,-5.74529065501254,"No"
"TMEM37",-0.0610367838768333,7.49416879987572,-1.11505674455117,0.268109716120218,0.52317109394551,-5.7452916846243,"No"
"CSK",0.0329390189630772,7.83761031499467,1.1150144759299,0.268127721066232,0.52317109394551,-5.74533725376382,"No"
"LRRN1",0.0794661763828994,9.30679720585709,1.11497628441454,0.268143990036139,0.52317109394551,-5.74537842599976,"No"
"FCAR",-0.0611328305296173,6.96847419903188,-1.11466161646574,0.268278059801837,0.523272953288132,-5.74571760072157,"No"
"SLC16A4",-0.0817723640353591,7.18512168473233,-1.1145716739508,0.268316389996003,0.523272953288132,-5.74581453103586,"No"
"NRXN1",-0.0594392142980507,10.7608790494614,-1.11453505940745,0.268331994866,0.523272953288132,-5.74585398805967,"No"
"PLA2G4C",0.0633672174244975,8.11119907434681,1.11451152303129,0.26834202624512,0.523272953288132,-5.74587935096158,"No"
"RNF122",0.132202716506474,7.04647285645814,1.11439839838143,0.268390244475991,0.523272953288132,-5.74600124733698,"No"
"SPATA31J1",0.045595043876494,6.53477812203422,1.11437927752367,0.268398395145868,0.523272953288132,-5.74602184964827,"No"
"MACROD2",0.0433574435728001,7.47096092335884,1.11437232749187,0.268401357786773,0.523272953288132,-5.74602933807256,"No"
"EYA4",0.0723425810528893,6.66294222245147,1.11432771833324,0.268420374203894,0.523272953288132,-5.74607740185531,"No"
"SLC35G5",-0.0642542740718994,5.29095948756443,-1.11429629083919,0.268433771981386,0.523272953288132,-5.74611126203908,"No"
"BFSP2",-0.042649030064136,6.55837289108233,-1.11409436335776,0.268519866347606,0.523389312744209,-5.74632879792888,"No"
"MEDAG",-0.105425356835549,7.03201983265756,-1.11393641602248,0.26858722267768,0.523446504394821,-5.7464989275064,"No"
"MAGEC2",0.0489954892500126,5.15338158433926,1.11386938364314,0.268615812075667,0.523446504394821,-5.74657112292806,"No"
"CLTA",0.037515377831598,10.1656524395664,1.11378801166974,0.268650520189583,0.523446504394821,-5.74665875676659,"No"
"GET1",0.0522830437440067,10.0098255542209,1.11377790317721,0.268654832049282,0.523446504394821,-5.74666964271063,"No"
"C1orf122",0.0463654455764679,9.30147611276086,1.1137125224486,0.26868272189981,0.523449395205891,-5.7467400496065,"No"
"ZNF639",-0.0409188910995208,7.23791647049893,-1.11352728727051,0.268761749779298,0.523450009824664,-5.74693950305761,"No"
"LINC01121",-0.0514914201450587,4.86723031706253,-1.11351088016394,0.268768750414988,0.523450009824664,-5.74695716799014,"No"
"OR51D1",-0.0554106226924773,6.28466336944921,-1.11343865523702,0.268799569089637,0.523450009824664,-5.74703492693263,"No"
"SLC39A1",0.0558163170478059,8.01950097284026,1.11337658890935,0.268826055022364,0.523450009824664,-5.74710174499915,"No"
"SNORA52",0.0914026220302286,9.00846687487173,1.11335482147272,0.268835344402176,0.523450009824664,-5.74712517807503,"No"
"SLC7A1",0.0546575289746833,9.44456594569466,1.11332555755733,0.268847833301522,0.523450009824664,-5.74715668055886,"No"
"RPS16",0.0486166795122962,9.86917657074058,1.11327858449041,0.268867880746341,0.523450009824664,-5.74720724519328,"No"
"PRTG",0.0790119012567843,6.98212526296033,1.11308270569258,0.268951490333014,0.523561366284134,-5.74741807862583,"No"
"PSMB10",0.037194275273924,7.78364298517841,1.11235207314154,0.269263516439731,0.524079676201399,-5.74820417515999,"No"
"H2BC21",0.111592660956539,9.05586954434186,1.11233544629606,0.269270620093389,0.524079676201399,-5.74822205836596,"No"
